DESTINO;ORIGEN;CANTIDAD;FOBDOL;FOBPES
MEX;CTG;864;4258,8;17637522,1
MEX;CTG;213,6;1380,6;5852156,3
MEX;CTG;540,97;7161,64;30357117,7
MEX;CTG;1341,83;50978,47;214821743,2
MEX;CTG;327,36;12469,05;52544202,6
MEX;CTG;454,09;3380,66;14245999,8
MEX;CTG;199,62;600;2543310,0
MEX;CTG;9900;28927,66;119801879,0
MEX;CTG;99,81;351;1487836,4
MEX;CTG;36000;136620;564476153,4
MEX;CTG;107,8;1336,24;5664120,9
MEX;CTG;300;111;459698,7
MEX;CTG;9147;90441,74;383368969,6
MEX;CTG;357,59;4735,4;20072650,3
MEX;CTG;1;21808,5;92664316,5
MEX;CTG;307010;66327,04;273308527,6
MEX;CTG;29169,21;53011,75;228764746,7
MEX;CTG;14636000;20690,98;88871548,7
MEX;CTG;23163,9;50664,26;214177586,1
MEX;CTG;37719,12;96785,31;409149251,6
MEX;CTG;114;4369,44;18734118,6
MEX;CTG;300;408,85;1737493,9
MEX;CTG;7808,95;49602,72;210761957,3
MEX;CTG;1627,02;12596,41;53522146,1
MEX;CTG;607,17;5506,64;23397713,4
MEX;CTG;9007,31;65469,18;278178545,8
MEX;CTG;3960;18721,63;79229376,5
MEX;CTG;1800;9724,96;41155739,0
MEX;CTG;79070;150188,64;653654810,2
MEX;CTG;286;7200,7;31587022,7
MEX;CTG;288000;44582,4;189430617,6
MEX;CTG;293760;48470,4;205950729,6
MEX;CTG;181250;47741,25;202852571,3
MEX;CTG;167076;185666,9;788898658,1
MEX;CTG;7000;38360;162991640,0
MEX;CTG;500;2275;9666475,0
MEX;CTG;2250;10935;46462815,0
MEX;CTG;9000;24840;105545160,0
MEX;CTG;18000;29600;125226055,0
MEX;CTG;2700;43686;184091493,4
MEX;CTG;8640;101520;427802234,4
MEX;CTG;1080;5950,29;25181448,8
MEX;CTG;5680;27716,46;117295227,2
MEX;CTG;19634,32;81890,54;345691906,6
MEX;CTG;9733;109257,28;464234182,7
MEX;CTG;95354;32919,44;138988838,4
MEX;CTG;12241;41634,32;175384573,0
MEX;CTG;2520;5746;25205748,4
MEX;CTG;2270;5664,33;24847489,8
MEX;CTG;31400;46193,2;196927305,1
MEX;CTG;5500;23365,11;102494793,4
MEX;CTG;4692;77742,18;328234480,8
MEX;CTG;330;956,8;4039695,7
MEX;CTG;12162;32704,26;143462469,2
MEX;CTG;10409,61;112154,4;476544045,6
MEX;CTG;5200;90480;384449520,0
MEX;CTG;297;84460,87;358874236,6
MEX;CTG;4;5927,4;25185522,6
MEX;CTG;65;1226,3;5177549,0
MEX;CTG;40;4479;19647850,1
MEX;CTG;22;16;67984,0
MEX;CTG;223;33975;143781180,8
MEX;CTG;15892,5;103660,44;440453209,6
MEX;CTG;1064;14757,68;62308253,2
MEX;CTG;13560;54840,58;233017624,4
MEX;CTG;269,25;269,4;1144680,6
MEX;CTG;5;27,1;115147,9
MEX;CTG;1482;6481,72;27540828,3
MEX;CTG;105;206,48;877333,5
MEX;CTG;5;68,45;290844,1
MEX;CTG;598;991,54;4213053,5
MEX;CTG;1;244,74;1033314,3
MEX;CTG;56;40835,86;172412676,1
MEX;CTG;143;1840553;7820509697,0
MEX;CTG;97;1325974;5597453384,0
MEX;CTG;1860;64273,11;272444072,3
MEX;CTG;60660;70196,62;298265438,4
MEX;CTG;1;16417,32;72017201,0
MEX;CTG;4;100793,15;442145279,4
MEX;CTG;1767;8136,45;34571776,1
MEX;CTG;402;16700;71009903,0
MEX;CTG;56500;3121,1;13271198,1
MEX;CTG;105,06;1553,61;6606089,5
MEX;CTG;499690;20007,65;85074328,5
MEX;CTG;422,45;11088;47147173,9
MEX;CTG;23613,76;80947,63;344196608,0
MEX;CTG;47828,66;216578,94;879490256,8
MEX;CTG;9;12,8;54426,8
MEX;CTG;22,5;34,43;146399,5
MEX;CTG;1609,5;1844,55;7843192,6
MEX;CTG;480;590,25;2509796,1
MEX;CTG;6979;13085,39;55640256,0
MEX;CTG;6568,8;11564,8;49174570,4
MEX;CTG;64,4;113,43;482314,6
MEX;CTG;15504,3;20370,89;86618857,7
MEX;CTG;44484,75;58502,92;248759681,1
MEX;CTG;1231,5;1477,59;6282845,7
MEX;CTG;291;483,22;2054694,9
MEX;CTG;5305,47;134114,09;570265180,9
MEX;CTG;460,04;5547,4;23588044,1
MEX;CTG;17802,5;116757,89;496465056,4
MEX;CTG;26,49;252,49;1073610,2
MEX;CTG;85,61;775,42;3297155,6
MEX;CTG;149,74;1385,95;5893184,1
MEX;CTG;251,64;1620,04;6888555,9
MEX;CTG;2928,01;13790,38;58637936,9
MEX;CTG;484,46;3454,08;14687059,0
MEX;CTG;486,93;3263,62;13877206,0
MEX;CTG;618;184,23;783362,5
MEX;CTG;50;25386,14;107944152,0
MEX;CTG;227,65;6428,5;27334560,6
MEX;CTG;1048;71921,99;305818774,5
MEX;CTG;2112;45746,77;191542183,5
MEX;CTG;7781,85;59593,17;241997732,5
MEX;CTG;4465210;94314,87;393285841,9
MEX;CTG;763600;47536,74;201174057,6
MEX;CTG;498560;92078,1;403915318,1
MEX;CTG;152,82;969,6;3937380,8
MEX;CTG;8600;27923;118169298,3
MEX;CTG;507,9;830,25;3530297,7
MEX;CTG;454,5;696,66;2962261,0
MEX;CTG;881,85;1195,38;5082863,3
MEX;CTG;32,55;41,32;175696,4
MEX;CTG;112,84;1751,36;7446940,3
MEX;CTG;426,15;700,56;2978844,2
MEX;CTG;80386;12647,38;51358860,1
MEX;CTG;111,76;1734,59;7375632,8
MEX;CTG;403,7;3126,83;13295562,6
MEX;CTG;671,73;5472,77;23270710,6
MEX;CTG;855,07;7469,8;31762261,9
MEX;CTG;172,82;1814,42;7715077,1
MEX;CTG;163,14;3883,8;17036910,1
MEX;CTG;1013;18685,35;79075840,6
MEX;CTG;14580;5977,8;26222576,1
MEX;CTG;5500;8680;36908141,2
MEX;CTG;62;18427;78309406,2
MEX;CTG;4000;7160;30444964,4
MEX;CTG;120;44623,2;189741862,5
MEX;CTG;21346;48433,6;205944026,2
MEX;CTG;43;28071,91;123141924,7
MEX;CTG;3;21368,49;93736300,3
MEX;CTG;4;47748,8;198393399,1
MEX;CTG;2166;46037,22;194828133,9
MEX;CTG;20;140;595292,6
MEX;CTG;50;25;106302,3
MEX;CTG;13;91;386940,2
MEX;CTG;50;12,5;53151,1
MEX;CTG;11875,44;100357,75;425401448,6
MEX;CTG;87,57;2298,4;9742572,8
MEX;CTG;203;1439,29;6100934,4
MEX;CTG;32477,98;204059,95;864979519,1
MEX;CTG;3044,05;3339,48;14155554,8
MEX;CTG;3268,5;3579,29;15109579,0
MEX;CTG;1434,6;2198,2;9279459,5
MEX;CTG;40;73,87;311834,1
MEX;CTG;105,6;195,03;823297,7
MEX;CTG;270,6;296,25;1250586,8
MEX;CTG;1766,4;2176,06;9185997,9
MEX;CTG;4,5;5,16;21782,4
MEX;CTG;7835,8;14705,19;62076342,0
MEX;CTG;42;74,02;312467,3
MEX;CTG;14;24,67;104141,7
MEX;CTG;7535,4;9238,09;38997580,7
MEX;CTG;102821,1;129976,49;548681455,1
MEX;CTG;6310,35;8289,67;34993930,0
MEX;CTG;982,4;1111,88;4693679,1
MEX;CTG;124,11;2053,83;8670017,4
MEX;CTG;12670,48;76199,81;321669115,9
MEX;CTG;2553,19;38878,93;164123126,3
MEX;CTG;146,01;940,05;3968317,7
MEX;CTG;159,8;1003,37;4235616,1
MEX;CTG;859,22;4940,71;20856663,8
MEX;CTG;2579,68;16074,5;67856733,5
MEX;CTG;396,86;2440,29;10301415,8
MEX;CTG;315,74;1905,48;8043774,2
MEX;CTG;248,05;7004,42;29690685,7
MEX;CTG;727;66833,55;283297393,4
MEX;CTG;92160;55296;233425981,4
MEX;CTG;671160;37365,89;158151101,3
MEX;CTG;1625434;78683,87;333322382,6
MEX;CTG;733920;144756,2;611206282,8
MEX;CTG;3;3,62;15281,4
MEX;CTG;150;197,08;831951,5
MEX;CTG;3389,85;5577,33;23544085,1
MEX;CTG;608,4;4624,43;19521522,6
MEX;CTG;73,46;546,36;2306398,6
MEX;CTG;375,69;2863,38;12087443,7
MEX;CTG;6,48;80,91;341552,7
MEX;CTG;219,91;1900,39;8022287,3
MEX;CTG;25749;1357744,77;5731570195,0
MEX;CTG;374;12208,11;51535193,5
MEX;CTG;9849,4;81664,8;341931334,2
MEX;CTG;437440;22937,62;100619540,1
MEX;CTG;287928;13482,51;59143187,3
MEX;CTG;251320;48047,2;194771817,5
MEX;CTG;576;48330;203183656,5
MEX;CTG;10658,42;84241,54;357087251,8
MEX;CTG;7,08;14726,55;62423636,5
MEX;CTG;800;6848;28857266,6
MEX;CTG;600;97239;412181535,2
MEX;CTG;960,11;17687,5;71700880,0
MEX;CTG;700,83;39382,2;159645987,1
MEX;CTG;387;18000;72967680,0
MEX;CTG;1143,75;22950;93033792,0
MEX;CTG;14872;48115,48;203954302,4
MEX;CTG;75200;6016;24387420,2
MEX;CTG;600;11376;46115573,8
MEX;CTG;1;127249,28;554730511,2
MEX;CTG;8276;166686,05;706557163,0
MEX;CTG;4568;16145,18;68436996,2
MEX;CTG;5100;3162;13403243,7
MEX;CTG;114,9;20,2;81886,0
MEX;CTG;4320;1900800;7986268224,0
MEX;CTG;10800;5809,87;25099509,2
MEX;CTG;162;970,69;4175970,1
MEX;CTG;177984;386875,43;1655460470,0
MEX;CTG;160;6796,12;28266716,3
MEX;CTG;356200;9507,4;41522296,3
MEX;CTG;35;252,49;1107587,8
MEX;CTG;17244,72;108082,75;474122276,1
MEX;CTG;94,04;466,71;2047298,1
MEX;CTG;55515,28;226598,65;972965029,8
MEX;CTG;1020;1226,58;5178731,1
MEX;CTG;4976,7;5435,9;22950859,0
MEX;CTG;751,5;905,41;3822722,5
MEX;CTG;300;426,98;1802748,0
MEX;CTG;108,45;112,71;475871,8
MEX;CTG;1549,44;1899,74;8020873,3
MEX;CTG;13,5;15,45;65231,3
MEX;CTG;1103,2;2061,12;8702234,1
MEX;CTG;346,8;511,95;2161499,0
MEX;CTG;477;833,62;3519618,7
MEX;CTG;20139;24444,96;103208821,2
MEX;CTG;42116,25;55080,65;232555461,6
MEX;CTG;197,7;323,84;1367281,6
MEX;CTG;1255,04;1463,28;6178099,9
MEX;CTG;609;782,33;3303067,7
MEX;CTG;2,03;25,76;108761,0
MEX;CTG;22066,27;120009,35;506690276,5
MEX;CTG;88,91;439,36;1855017,5
MEX;CTG;4,49;25,51;107705,5
MEX;CTG;1477,78;7823,09;33029790,1
MEX;CTG;950,53;4922,81;20784546,9
MEX;CTG;18,23;135,54;572262,1
MEX;CTG;75;85961;373106656,5
MEX;CTG;639;195683;846806592,2
MEX;CTG;25000;118434,12;519530216,8
MEX;CTG;15000;100786,89;442117818,9
MEX;CTG;55000;400101,4;1755108807,0
MEX;CTG;3524560;116072,67;497291240,6
MEX;CTG;18700;34026;143997011,2
MEX;CTG;2527,5;4079,88;17225620,5
MEX;CTG;4594,95;5924,28;25012843,3
MEX;CTG;105;172,65;728943,8
MEX;CTG;9;11,34;47878,5
MEX;CTG;1688,25;1996,58;8429740,5
MEX;CTG;1977,45;3239,21;13676236,1
MEX;CTG;3621,84;29649,4;125564496,1
MEX;CTG;96;9,6;40582,9
MEX;CTG;1486;35180;149078968,0
MEX;CTG;6498,76;41518,31;182126709,7
MEX;CTG;31166,62;267908,81;1138344534,0
MEX;CTG;5532,14;71049,23;301888178,3
MEX;CTG;180;1193,03;5025638,9
MEX;CTG;54144;106123,85;447046718,1
MEX;CTG;30557,6;168582,28;731357937,5
MEX;CTG;224400;8385,6;35630414,4
MEX;CTG;16566,48;66864,59;282662699,1
MEX;CTG;21889,56;59107,03;259282444,2
MEX;CTG;37,5;41,07;174506,4
MEX;CTG;372;407,42;1731127,6
MEX;CTG;310,2;430,08;1822812,6
MEX;CTG;90;137,95;586149,6
MEX;CTG;15;21,35;90141,6
MEX;CTG;4,5;4,93;20947,6
MEX;CTG;24;29,56;125600,4
MEX;CTG;769,35;786,17;3340436,3
MEX;CTG;7998,26;15024,62;63785416,9
MEX;CTG;124,5;184,28;783005,7
MEX;CTG;44220;56068,55;238077700,9
MEX;CTG;145301,7;189506,18;803174314,7
MEX;CTG;278,55;380,62;1609810,5
MEX;CTG;3421,5;4493,4;19027593,8
MEX;CTG;1119,8;1656,55;7038681,0
MEX;CTG;834,27;1318,3;5594854,9
MEX;CTG;406,83;11302,53;48024450,0
MEX;CTG;221,59;3496,83;14809899,2
MEX;CTG;29815,06;174535,08;739612842,6
MEX;CTG;889,28;4325,46;18354838,4
MEX;CTG;252,45;1385,08;5847932,4
MEX;CTG;19,07;117,26;498237,7
MEX;CTG;1739,77;22609,21;96066533,3
MEX;CTG;24,8;229,92;976930,1
MEX;CTG;367,2;6641,76;28220838,2
MEX;CTG;8207,5;43744,49;184750565,5
MEX;CTG;3729,64;19383;82050393,1
MEX;CTG;772,17;4519,21;19114053,8
MEX;CTG;123,33;838,79;3556718,6
MEX;CTG;27;25543;110946328,1
MEX;CTG;631;141918;615038622,7
MEX;CTG;201300;289492,63;1230054185,0
MEX;CTG;1132,5;34473,88;145734535,6
MEX;CTG;86,82;380,79;1611776,7
MEX;CTG;49092,55;101990,14;434314391,9
MEX;CTG;258;45125,49;197950182,0
MEX;CTG;486650;46808,39;202622323,3
MEX;CTG;140616;6933,78;30416135,4
MEX;CTG;96;18,93;80447,0
MEX;CTG;2700;6006,16;25408556,3
MEX;CTG;465600;96079,5;405656296,2
MEX;CTG;85;249,04;1053332,9
MEX;CTG;50;62,06;262351,8
MEX;CTG;17300;66870;283451899,5
MEX;CTG;59,28;258,04;1091923,1
MEX;CTG;1230;1751,42;7441783,6
MEX;CTG;297;568,43;2413754,0
MEX;CTG;10;34,61;146310,0
MEX;CTG;1016;3547,87;14979426,4
MEX;CTG;72194,57;18828,8;79496888,2
MEX;CTG;298,5;491,21;2087151,3
MEX;CTG;2856,3;4696,71;19829932,3
MEX;CTG;48940,85;27602,64;116540830,3
MEX;CTG;328,6;2628,21;11123680,9
MEX;CTG;5,71;48,1;204376,9
MEX;CTG;134,04;1078,45;4582334,1
MEX;CTG;8,77;67,18;285447,8
MEX;CTG;12,09;133,3;566391,7
MEX;CTG;3;124,83;530491,3
MEX;CTG;1055;66465;282409785,0
MEX;CTG;98;4997,28;21171232,3
MEX;CTG;2470;19241,3;81769945,0
MEX;CTG;4;283,24;1200529,3
MEX;CTG;120;199,94;846986,1
MEX;CTG;102;1903,92;8080281,5
MEX;CTG;171,2;743,69;3143867,7
MEX;CTG;16;15,95;67515,9
MEX;CTG;820;39300,72;165554283,0
MEX;CTG;67;7586,25;32239362,5
MEX;CTG;1;298435;1300997539,0
MEX;CTG;2114;30141,62;126971574,3
MEX;CTG;38500;19145;81021065,7
MEX;CTG;206;1792,92;7588473,9
MEX;CTG;7;706,47;2991033,5
MEX;CTG;13;1353,86;5752740,1
MEX;CTG;179;13801,19;58442807,3
MEX;CTG;10257;60796,84;257322428,3
MEX;CTG;28;157,84;667251,2
MEX;CTG;20;110390;469047110,0
MEX;CTG;8626,6;76607,94;315672209,7
MEX;CTG;2031,59;14659,42;60405899,2
MEX;CTG;2;2400;10197600,0
MEX;CTG;1984;15647,49;66486185,0
MEX;CTG;14;3050;12897557,0
MEX;CTG;3000;14166,32;60192693,7
MEX;CTG;4364,8;5362,78;22642139,8
MEX;CTG;13,5;14,76;62318,0
MEX;CTG;7410,2;13873,48;58575081,2
MEX;CTG;14002,5;18535,77;78259689,1
MEX;CTG;46607,7;60891,94;257091251,0
MEX;CTG;165;215,67;910578,2
MEX;CTG;36,34;409,05;1727045,9
MEX;CTG;2527,8;15628;65982822,5
MEX;CTG;3,14;17,18;72535,5
MEX;CTG;1683,6;9136,56;38575378,6
MEX;CTG;436,66;2632,88;11116256,3
MEX;CTG;494,65;3803,44;16058466,0
MEX;CTG;211,02;1351,78;5707336,8
MEX;CTG;63;38507,5;162786220,4
MEX;CTG;925;58756;248073120,0
MEX;CTG;52466,4;536727,57;2266112106,0
MEX;CTG;3252;14503,86;61479687,0
MEX;CTG;34,5;49,13;207431,3
MEX;CTG;4,5;5,9;24910,3
MEX;CTG;1299;2132,29;9002720,3
MEX;CTG;1792542;66393,86;282107511,1
MEX;CTG;84;69132;291881525,9
MEX;CTG;38468;147105,14;621681797,5
MEX;CTG;2000;3602;15243555,9
MEX;CTG;420000;477593,68;2095041092,0
MEX;CTG;102000;132053,74;544548824,9
MEX;CTG;2174,1;12174,29;53072599,8
MEX;CTG;77038,84;240554,55;1003604705,0
MEX;CTG;11310,21;28676,15;123323657,4
MEX;CTG;57102,7;175283,77;764132065,9
MEX;CTG;55924,58;152178,74;663407998,1
MEX;CTG;4654622;2722953,87;11571764291,0
MEX;CTG;3000;4660,41;20443634,1
MEX;CTG;32481,6;155654,4;632086057,1
MEX;CTG;8504,37;29580,4;128952795,8
MEX;CTG;2345,04;17689,71;77116521,8
MEX;CTG;1265;54000;227475000,0
MEX;CTG;3445,57;13810,99;60207629,8
MEX;CTG;7959;120707,93;526214150,0
MEX;CTG;2;1133,54;4817216,3
MEX;CTG;1;16,39;69652,7
MEX;CTG;3;794,26;3375374,7
MEX;CTG;13;2840,62;12071811,2
MEX;CTG;53;4638,11;19710622,4
MEX;CTG;1;5,83;24775,8
MEX;CTG;2;38,08;161829,0
MEX;CTG;2;145,18;616972,9
MEX;CTG;6;478,38;2032976,3
MEX;CTG;4;306,53;1302663,6
MEX;CTG;17;1545,37;6567374,3
MEX;CTG;8;183,5;779821,8
MEX;CTG;26;381,75;1622326,8
MEX;CTG;48000;91571,62;387108950,7
MEX;CTG;40000;85476;360193299,7
MEX;CTG;324750;383614,84;1616541427,0
MEX;CTG;8852,49;71498,56;303071671,1
MEX;CTG;4262,55;9801,14;41545562,3
MEX;CTG;38047,6;402655,13;1691767608,0
MEX;CTG;3254,4;38892,01;163405946,8
MEX;CTG;36844,8;176563,2;744032027,9
MEX;CTG;235,44;3326,39;14100068,3
MEX;CTG;6267,02;115703,12;487569476,6
MEX;CTG;23771,7;67960,49;288074323,0
MEX;CTG;51,18;67272;272704542,7
MEX;CTG;40000;85544;361174467,0
MEX;CTG;3226;24392,32;99053064,8
MEX;CTG;130000;163742,42;690732380,9
MEX;CTG;410075;496002,49;2091630641,0
MEX;CTG;20740;31524,8;131994652,8
MEX;CTG;71452,35;168842,69;709295264,4
MEX;CTG;33063,36;161061,12;678706727,8
MEX;CTG;8159,99;44987,25;188362065,6
MEX;CTG;9071,84;41276,87;172826667,5
MEX;CTG;100000;155868,45;658916726,8
MEX;CTG;40000;85544;375252443,0
MEX;CTG;12408;101294,4;428210933,6
MEX;CTG;21560,09;69714,68;294711141,1
MEX;CTG;12176,1;26246,58;110954529,8
MEX;CTG;6535;663386,84;2910052516,0
MEX;CTG;54394,56;264971,52;1120137954,0
MEX;CTG;294;573594;2482321449,0
MEX;CTG;673;34000;144466000,0
MEX;CTG;550;20655,91;87766961,6
MEX;CTG;282,43;4855;20628895,0
MEX;CTG;5200;11372,28;48320817,7
MEX;CTG;4532,35;40465,92;171939694,1
MEX;CTG;2808,64;25885,6;109987914,4
MEX;CTG;161600;194009,84;819830621,4
MEX;CTG;597000;755856,55;3203630788,0
MEX;CTG;16759,29;72634,9;308625690,1
MEX;CTG;73382,03;230454,12;972998035,5
MEX;CTG;98265,71;172513,8;728368789,8
MEX;CTG;55886,32;203983,57;863343427,4
MEX;CTG;257327,53;631278,69;2745307639,0
MEX;CTG;24507,84;558980,76;2375109249,0
MEX;CTG;19458;1005842,27;4273823805,0
MEX;CTG;17424;232835,5;989318039,5
MEX;CTG;1411,87;10781,76;45811698,2
MEX;CTG;10462,72;101211,2;430046388,8
MEX;CTG;3000;5154,85;21764240,6
MEX;CTG;8943,8;40465,64;171938504,4
MEX;CTG;41,67;67398,75;295655400,7
MEX;CTG;1;46985;206107220,1
MEX;CTG;75000;91866,38;387803817,9
MEX;CTG;15;20,8;87650,6
MEX;CTG;158;36;152473,6
MEX;CTG;5;254,62;1081880,4
MEX;CTG;101;37,6;158445,3
MEX;CTG;42091,96;172881,59;734573875,9
MEX;CTG;145965;376132,55;1598187205,0
MEX;CTG;558,62;10469,56;44485160,4
MEX;CTG;17353,6;137408,96;557022945,7
MEX;CTG;23220;44793,6;190466418,6
MEX;CTG;11808;254226,24;1115204078,0
MEX;CTG;49200;27000;114806430,0
MEX;CTG;22284;12030,48;51154683,7
MEX;CTG;50;6516;27706618,4
MEX;CTG;16;256;1088535,0
MEX;CTG;111150;206143,02;854687695,2
MEX;CTG;9600;5934,36;25154861,9
MEX;CTG;4673;4719,07;20003429,9
MEX;CTG;82204,8;1685911,1;7140604533,0
MEX;CTG;6;1567,4;6643973,5
MEX;CTG;2;1,5;6358,3
MEX;CTG;53340;107472;456648528,0
MEX;CTG;2400;2760;11727240,0
MEX;CTG;58320;34992;148681008,0
MEX;CTG;3492;1151,64;4893318,4
MEX;CTG;15;1954,05;8302758,5
MEX;CTG;36456;64432,8;282644786,4
MEX;CTG;7800;8736;36958609,0
MEX;CTG;40104;67952,88;286903175,1
MEX;CTG;2203,2;47456,93;200367429,6
MEX;CTG;7284;129242,92;555724734,9
MEX;CTG;41500;76160;332011904,0
MEX;CTG;28451;228571,59;982605737,7
MEX;CTG;991497;115456,39;506467927,7
MEX;CTG;100;1417;6025211,5
MEX;CTG;120;7513,2;31946802,6
MEX;CTG;6350;109894,7;467282154,9
MEX;CTG;11814,3;212621,38;926901644,0
MEX;CTG;4687,24;84355,93;367741241,2
MEX;CTG;3046,53;54828,2;239018055,1
MEX;CTG;23301,88;419362,64;1828169493,0
MEX;CTG;3080;1126,52;4790064,4
MEX;CTG;59926;52520,57;221320106,4
MEX;CTG;6090;139,6;588270,2
MEX;CTG;9120;5199,95;22810412,7
MEX;CTG;1;14217,05;61977807,8
MEX;CTG;1894;47101,09;200278073,8
MEX;CTG;1;80;348752,0
MEX;CTG;10072;134404,1;567372123,6
MEX;CTG;31100;57120;242123112,0
MEX;CTG;22122;143961,76;610232306,3
MEX;CTG;102;3598,32;15189912,1
MEX;CTG;14750;20060;84681083,4
MEX;CTG;11106;221442,05;938659633,6
MEX;CTG;1330;5460;23048789,4
MEX;CTG;54;38,23;162051,2
MEX;CTG;16920;1183,97;4998018,7
MEX;CTG;2;0,24;1017,3
MEX;CTG;33;1,95;8265,8
MEX;CTG;23;1126,54;4755564,7
MEX;CTG;12;19,31;81852,2
MEX;CTG;37;1686,96;7121316,1
MEX;CTG;13797;8328,19;35156538,0
MEX;CTG;20;104,46;442790,3
MEX;CTG;16;146,61;621457,8
MEX;CTG;23;6,1;25857,0
MEX;CTG;27;65,12;276033,9
MEX;CTG;183;104,89;444613,0
MEX;CTG;5000;445,43;1865019,9
MEX;CTG;19100;283,25;1185970,6
MEX;CTG;326840;39628,61;165925386,4
MEX;CTG;2815,72;13623,07;57039930,3
MEX;CTG;140,85;1353,16;5665694,5
MEX;CTG;165181;26986,1;112991070,6
MEX;CTG;20;20,77;86964,2
MEX;CTG;3,37;5656,46;23683654,6
MEX;CTG;25;110,5;462664,6
MEX;CTG;53;568,09;2378598,5
MEX;CTG;60;4112,09;17217362,0
MEX;CTG;3;26,16;109532,2
MEX;CTG;1300,16;11637,08;48724570,3
MEX;CTG;275;7688,04;32189900,4
MEX;CTG;303,74;965,82;4043898,0
MEX;CTG;477,03;2334,18;9773235,0
MEX;CTG;1500;694,82;2909218,3
MEX;CTG;284,49;986,69;4131280,9
MEX;CTG;5500;3689,53;15448099,0
MEX;CTG;13,75;962,05;4028113,0
MEX;CTG;40000;8140,76;34085443,5
MEX;CTG;7804,28;88764,73;371658812,2
MEX;CTG;2504,22;126351,97;529036961,9
MEX;CTG;926,73;29470,97;123395246,1
MEX;CTG;328,36;9000,04;37683257,5
MEX;CTG;7635,93;85976,04;359982539,2
MEX;CTG;29,67;110,4;462245,9
MEX;CTG;998,93;5609,76;23488121,2
MEX;CTG;316,43;1526,21;6390256,5
MEX;CTG;1575,2;31082,79;130143952,5
MEX;CTG;315,03;10555,05;44194099,9
MEX;CTG;12,5;404,65;1694273,6
MEX;CTG;1947,55;28409,86;118952367,9
MEX;CTG;940,59;1628,83;6819927,5
MEX;CTG;950,14;9166,02;38378217,4
MEX;CTG;940,73;5832,03;24418767,9
MEX;CTG;1286,78;15063,49;63070983,3
MEX;CTG;95,08;836,76;3503522,5
MEX;CTG;153852;140908,8;597291266,9
MEX;CTG;55782;278024,68;1148480987,0
MEX;CTG;7575;130185,26;541594372,8
MEX;CTG;2344,2;43301,9;183550258,8
MEX;CTG;5969,76;207456,18;879375628,6
MEX;CTG;0,2;21,54;90188,2
MEX;CTG;21,17;622,24;2605325,1
MEX;CTG;28,51;826,58;3460898,7
MEX;CTG;4714,14;103213,76;432157045,2
MEX;CTG;50,57;446,48;1869416,2
MEX;CTG;266;912,9;3869646,2
MEX;CTG;200462;9069,08;38216831,0
MEX;CTG;20400;24007,88;97322183,6
MEX;CTG;160;163,47;684450,5
MEX;CTG;12;30,24;124607,5
MEX;CTG;36;95;391458,9
MEX;CTG;100;124,62;521785,2
MEX;CTG;50;60,35;252686,1
MEX;CTG;2200;4226;17913380,1
MEX;CTG;76862;12072,99;51037237,2
MEX;CTG;460;2471,69;10460117,9
MEX;CTG;108;733,23;3216430,7
MEX;CTG;323,93;1878,1;8238586,1
MEX;CTG;31,28;309,66;1358373,1
MEX;CTG;192;969,18;4251463,1
MEX;CTG;18,82;413,15;1812348,6
MEX;CTG;67,29;791,95;3474015,4
MEX;CTG;137,09;927,96;4070645,0
MEX;CTG;18;316,74;1389430,7
MEX;CTG;207,65;1719,6;7543300,5
MEX;CTG;63;1179,73;5175074,4
MEX;CTG;58,32;459,27;2014661,3
MEX;CTG;153;863,23;3786696,5
MEX;CTG;59,64;979,28;4295768,4
MEX;CTG;14;186;815918,8
MEX;CTG;4609,44;8659,71;37987203,5
MEX;CTG;52,5;181,52;796266,5
MEX;CTG;15462;21114,94;88027017,3
MEX;CTG;30150;599,17;2518416,7
MEX;CTG;46206;20783,05;86144086,9
MEX;CTG;46398;19209,63;81621717,9
MEX;CTG;2600;58,19;247249,3
MEX;CTG;40032;15612,48;68486641,5
MEX;CTG;201;15500;65859500,0
MEX;CTG;10857,82;78615,75;329164931,4
MEX;CTG;2506,66;121870,8;510274258,3
MEX;CTG;2131,52;63503,38;265889287,1
MEX;CTG;1214,35;35427,45;148335087,4
MEX;CTG;9675,87;149186,46;624645199,9
MEX;CTG;219,64;804,25;3367402,8
MEX;CTG;951,97;4776,98;20001263,0
MEX;CTG;257,75;1256,04;5259052,0
MEX;CTG;251,12;6425,72;26904553,9
MEX;CTG;257,67;12711,32;53222423,9
MEX;CTG;205,12;7672,21;32123620,0
MEX;CTG;32,73;1094,26;4581677,6
MEX;CTG;2739,49;29189,82;122218068,2
MEX;CTG;191,98;541,1;2265591,1
MEX;CTG;387,64;5973,17;25009722,5
MEX;CTG;400,61;2046,38;8568213,5
MEX;CTG;170000;15103,14;63236998,2
MEX;CTG;30000;310,28;1299145,5
MEX;CTG;123324;13981,74;58541685,2
MEX;CTG;1368,52;6136,1;25691912,1
MEX;CTG;16,9;160,69;672810,6
MEX;CTG;42300;8242,46;34511262,4
MEX;CTG;1524,83;4278;18098549,6
MEX;CTG;101;263;1112650,4
MEX;CTG;737,9;9016,11;37750542,7
MEX;CTG;55,21;1283,6;5374446,0
MEX;CTG;15,37;135,69;568135,4
MEX;CTG;3829;70593,03;299949784,5
MEX;CTG;193872;167135,52;710158824,5
MEX;CTG;868;56143,73;237598581,0
MEX;CTG;49408;93763,68;398401876,3
MEX;CTG;25374;288469,17;1224597417,0
